KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
44,Increase street and sidewalk cleanliness.,96,(Retired) Streets rated acceptably clean (%) - Queens 11,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,99.23972962962962,0.023453975660773143
44,Increase street and sidewalk cleanliness.,97,(Retired) Streets rated acceptably clean (%) - Queens 12,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,92.92614939759036,0.02264777829131977
44,Increase street and sidewalk cleanliness.,98,(Retired) Streets rated acceptably clean (%) - Queens 13,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,96.9606848101266,0.007352594750446644
44,Increase street and sidewalk cleanliness.,99,(Retired) Streets rated acceptably clean (%) - Queens 14,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,94.65111325301206,0.015409219598679552
44,Increase street and sidewalk cleanliness.,100,(Retired) Streets rated acceptably clean (%) - Staten Island 01,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,95.9319938271605,0.01844350617271886
44,Increase street and sidewalk cleanliness.,101,(Retired) Streets rated acceptably clean (%) - Staten Island 02,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,98.70127088607595,0.003612637511594403
44,Increase street and sidewalk cleanliness.,102,(Retired) Streets rated acceptably clean (%) - Staten Island 03,"Percentage of over 6,000 sample blocks rated acceptably clean by Mayor’s Office field inspectors, based on a seven-point picture-based rating scale. Figures show averages based on twice-monthly ratings of the citywide street sample. Source:	Mayor’s Office of Operations.",100.0,99.14365394736842,0.0009699072606404002
45,Increase street and sidewalk cleanliness.,103,(Retired) Streets rated filthy (%),"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.612467415730337,0.00536008261466067
45,Increase street and sidewalk cleanliness.,104,(Retired) Streets rated filthy (%) - Manhattan 01,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.027326190476190476,0.0234262287225237
45,Increase street and sidewalk cleanliness.,105,(Retired) Streets rated filthy (%) - Manhattan 02,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.14413411764705883,0.00969396101909329
45,Increase street and sidewalk cleanliness.,106,(Retired) Streets rated filthy (%) - Manhattan 03,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.600777380952381,0.002640999739301085
45,Increase street and sidewalk cleanliness.,107,(Retired) Streets rated filthy (%) - Manhattan 04,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.225544578313253,0.010869682749515955
45,Increase street and sidewalk cleanliness.,108,(Retired) Streets rated filthy (%) - Manhattan 05,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.22404216867469876,0.017367083423837252
45,Increase street and sidewalk cleanliness.,109,(Retired) Streets rated filthy (%) - Manhattan 06,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.16265374999999999,0.0045138407159819195
45,Increase street and sidewalk cleanliness.,110,(Retired) Streets rated filthy (%) - Manhattan 07,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.05392560975609756,0.028322305790461043
45,Increase street and sidewalk cleanliness.,111,(Retired) Streets rated filthy (%) - Manhattan 08,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.0720038961038961,0.01239386724064499
45,Increase street and sidewalk cleanliness.,112,(Retired) Streets rated filthy (%) - Manhattan 09,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.4597925925925926,0.02030157344771655
45,Increase street and sidewalk cleanliness.,113,(Retired) Streets rated filthy (%) - Manhattan 10,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.2405744186046512,0.0038997496743580235
45,Increase street and sidewalk cleanliness.,114,(Retired) Streets rated filthy (%) - Manhattan 11,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.9465650602409638,0.022471172444515852
45,Increase street and sidewalk cleanliness.,115,(Retired) Streets rated filthy (%) - Manhattan 12,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.0053385542168676,0.02540772584195378
