task_id,task_type,description,pre_tasks,requirements,affected_factors
47,Type C,Description task 47,"[235, 109, 449, 358, 120]","{""certificates"": [""CHFI""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 1)]"
48,Type C,Description task 48,"[197, 347, 17]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 3), (20, 'Environment', 1)]"
49,Type C,Description task 49,"[456, 357, 8, 376, 465]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 5)]"
50,Type B,Description task 50,"[264, 80, 121, 455]","{""certificates"": [""CHFI""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 5)]"
51,Type C,Description task 51,"[384, 497, 254, 349, 265]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 3)]"
52,Type B,Description task 52,"[52, 129, 60]","{""certificates"": [""CHFI""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 1)]"
53,Type C,Description task 53,"[88, 159]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 2)]"
54,Type A,Description task 54,"[43, 359, 278, 82]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 2)]"
55,Type A,Description task 55,[139],"{""certificates"": [""CHFI""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 3), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 4)]"
56,Type B,Description task 56,"[271, 391, 357]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 4)]"
57,Type C,Description task 57,"[486, 66, 298, 164, 64, 100]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 5)]"
58,Type C,Description task 58,"[126, 60, 247]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 4)]"
59,Type C,Description task 59,"[133, 250, 278, 17, 232, 406]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 1)]"
60,Type C,Description task 60,"[6, 163]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 4)]"
61,Type C,Description task 61,"[265, 150, 421, 491, 463]","{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 1)]"
62,Type A,Description task 62,"[181, 50, 454, 36, 326]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 3), (20, 'Environment', 2)]"
63,Type B,Description task 63,"[28, 431, 89, 71, 475]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 2)]"
64,Type A,Description task 64,"[164, 171, 494]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 1)]"
65,Type C,Description task 65,"[4, 63, 227, 40, 158]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 2)]"
66,Type A,Description task 66,"[422, 66, 153]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 3), (20, 'Environment', 5)]"
67,Type A,Description task 67,"[65, 157, 236, 7]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 1)]"
68,Type C,Description task 68,"[49, 409, 189]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 3), (20, 'Environment', 4)]"
69,Type C,Description task 69,[430],"{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 2), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 1)]"
70,Type A,Description task 70,"[157, 376, 176, 233]","{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 4)]"
71,Type A,Description task 71,"[279, 43]","{""certificates"": [""OSCE""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 4)]"
72,Type C,Description task 72,[451],"{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 1)]"
73,Type C,Description task 73,"[331, 132, 284, 188, 247, 416]","{""certificates"": [""CISSP""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 1)]"
74,Type B,Description task 74,"[67, 243, 50]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 5)]"
75,Type C,Description task 75,[88],"{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 1)]"
76,Type A,Description task 76,"[360, 12]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 3)]"
77,Type A,Description task 77,[99],"{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 1)]"
78,Type B,Description task 78,"[495, 336, 281, 416, 439]","{""certificates"": [""OSCP""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 4)]"
79,Type C,Description task 79,"[382, 414]","{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 1)]"
80,Type B,Description task 80,"[388, 185]","{""certificates"": [""CHFI""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 3), (20, 'Environment', 2)]"
